State,County,Geography,FIPS,Cases,Rate per 100000,Population,Indicator,Year
ND,Grand Forks County,"Grand Forks County, ND",38035,6,10.1,"59,271",HIV diagnoses,2018
VT,Grand Isle County,"Grand Isle County, VT",50013,0,0,"6,210",HIV diagnoses,2018
MI,Grand Traverse County,"Grand Traverse County, MI",26055,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Granite County,"Granite County, MT",30039,0,0,"3,029",HIV diagnoses,2018
WI,Grant County,"Grant County, WI",55043,0,0,"43,873",HIV diagnoses,2018
WV,Grant County,"Grant County, WV",54023,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WA,Grant County,"Grant County, WA",53025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AR,Grant County,"Grant County, AR",5053,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SD,Grant County,"Grant County, SD",46051,0,0,"5,994",HIV diagnoses,2018
OR,Grant County,"Grant County, OR",41023,0,0,"6,280",HIV diagnoses,2018
OK,Grant County,"Grant County, OK",40053,0,0,"3,591",HIV diagnoses,2018
ND,Grant County,"Grant County, ND",38037,0,0,"1,994",HIV diagnoses,2018
NM,Grant County,"Grant County, NM",35017,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NE,Grant County,"Grant County, NE",31075,0,0,535,HIV diagnoses,2018
MN,Grant County,"Grant County, MN",27051,0,0,"5,030",HIV diagnoses,2018
KY,Grant County,"Grant County, KY",21081,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Grant County,"Grant County, KS",20067,0,0,"5,735",HIV diagnoses,2018
IN,Grant County,"Grant County, IN",18053,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,Grant Parish,"Grant Parish, LA",22043,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Granville County,"Granville County, NC",37077,10,19.4,"51,590",HIV diagnoses,2018
MI,Gratiot County,"Gratiot County, MI",26057,0,0,"35,085",HIV diagnoses,2018
KY,Graves County,"Graves County, KY",21083,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Gray County,"Gray County, TX",48179,0,0,"17,805",HIV diagnoses,2018
KS,Gray County,"Gray County, KS",20069,0,0,"4,791",HIV diagnoses,2018
WA,Grays Harbor County,"Grays Harbor County, WA",53027,0,0,"63,034",HIV diagnoses,2018
VA,Grayson County,"Grayson County, VA",51077,0,0,"13,824",HIV diagnoses,2018
TX,Grayson County,"Grayson County, TX",48181,6,5.4,"111,095",HIV diagnoses,2018
KY,Grayson County,"Grayson County, KY",21085,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NE,Greeley County,"Greeley County, NE",31077,0,0,"1,959",HIV diagnoses,2018
KS,Greeley County,"Greeley County, KS",20071,0,0,991,HIV diagnoses,2018
WI,Green County,"Green County, WI",55045,0,0,"31,305",HIV diagnoses,2018
KY,Green County,"Green County, KY",21087,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WI,Green Lake County,"Green Lake County, WI",55047,0,0,"15,963",HIV diagnoses,2018
WV,Greenbrier County,"Greenbrier County, WV",54025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Greene County,"Greene County, VA",51079,0,0,"16,387",HIV diagnoses,2018
GA,Greene County,"Greene County, GA",13133,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AR,Greene County,"Greene County, AR",5055,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,Greene County,"Greene County, AL",1063,0,0,"6,926",HIV diagnoses,2018
TN,Greene County,"Greene County, TN",47059,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Greene County,"Greene County, PA",42059,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Greene County,"Greene County, OH",39057,12,8.4,"143,231",HIV diagnoses,2018
NC,Greene County,"Greene County, NC",37079,0,0,"18,040",HIV diagnoses,2018
NY,Greene County,"Greene County, NY",36039,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Greene County,"Greene County, MO",29077,21,8.5,"247,379",HIV diagnoses,2018
MS,Greene County,"Greene County, MS",28041,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Greene County,"Greene County, IA",19073,0,0,"7,496",HIV diagnoses,2018
IN,Greene County,"Greene County, IN",18055,0,0,"27,218",HIV diagnoses,2018
IL,Greene County,"Greene County, IL",17061,0,0,"11,104",HIV diagnoses,2018
AZ,Greenlee County,"Greenlee County, AZ",4011,0,0,"7,580",HIV diagnoses,2018
VA,Greensville County,"Greensville County, VA",51081,0,0,"10,154",HIV diagnoses,2018
KY,Greenup County,"Greenup County, KY",21089,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SC,Greenville County,"Greenville County, SC",45045,68,15.9,"428,681",HIV diagnoses,2018
SC,Greenwood County,"Greenwood County, SC",45047,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Greenwood County,"Greenwood County, KS",20073,0,0,"5,141",HIV diagnoses,2018
OK,Greer County,"Greer County, OK",40055,0,0,"5,008",HIV diagnoses,2018
TX,Gregg County,"Gregg County, TX",48183,27,26.9,"100,437",HIV diagnoses,2018
SD,Gregory County,"Gregory County, SD",46053,0,0,"3,506",HIV diagnoses,2018
MS,Grenada County,"Grenada County, MS",28043,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ND,Griggs County,"Griggs County, ND",38039,0,0,"1,900",HIV diagnoses,2018
TX,Grimes County,"Grimes County, TX",48185,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Grundy County,"Grundy County, TN",47061,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Grundy County,"Grundy County, MO",29079,0,0,"8,163",HIV diagnoses,2018
IA,Grundy County,"Grundy County, IA",19075,0,0,"10,329",HIV diagnoses,2018
IL,Grundy County,"Grundy County, IL",17063,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Guadalupe County,"Guadalupe County, TX",48187,6,4.5,"134,814",HIV diagnoses,2018
NM,Guadalupe County,"Guadalupe County, NM",35019,0,0,"3,725",HIV diagnoses,2018
OH,Guernsey County,"Guernsey County, OH",39059,0,0,"32,902",HIV diagnoses,2018
NC,Guilford County,"Guilford County, NC",37081,109,24.3,"449,027",HIV diagnoses,2018
FL,Gulf County,"Gulf County, FL",12045,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CO,Gunnison County,"Gunnison County, CO",8051,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Guthrie County,"Guthrie County, IA",19077,0,0,"9,088",HIV diagnoses,2018
GA,Gwinnett County,"Gwinnett County, GA",13135,138,18.3,"753,514",HIV diagnoses,2018
SD,Haakon County,"Haakon County, SD",46055,0,0,"1,594",HIV diagnoses,2018
GA,Habersham County,"Habersham County, GA",13137,5,13.1,"38,169",HIV diagnoses,2018
AK,Haines Borough,"Haines Borough, AK",2100,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,Hale County,"Hale County, AL",1065,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Hale County,"Hale County, TX",48189,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Halifax County,"Halifax County, VA",51083,5,17.1,"29,301",HIV diagnoses,2018
NC,Halifax County,"Halifax County, NC",37083,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Hall County,"Hall County, GA",13139,12,7.2,"166,055",HIV diagnoses,2018
TX,Hall County,"Hall County, TX",48191,0,0,"2,562",HIV diagnoses,2018
NE,Hall County,"Hall County, NE",31079,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Hamblen County,"Hamblen County, TN",47063,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Hamilton County,"Hamilton County, FL",12047,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Hamilton County,"Hamilton County, TX",48193,0,0,"7,141",HIV diagnoses,2018
TN,Hamilton County,"Hamilton County, TN",47065,47,15.2,"309,395",HIV diagnoses,2018
OH,Hamilton County,"Hamilton County, OH",39061,185,27.2,"680,083",HIV diagnoses,2018
NY,Hamilton County,"Hamilton County, NY",36041,0,0,"4,059",HIV diagnoses,2018
NE,Hamilton County,"Hamilton County, NE",31081,0,0,"7,710",HIV diagnoses,2018
KS,Hamilton County,"Hamilton County, KS",20075,0,0,"2,043",HIV diagnoses,2018
IA,Hamilton County,"Hamilton County, IA",19079,0,0,"12,516",HIV diagnoses,2018
IN,Hamilton County,"Hamilton County, IN",18057,11,4.1,"267,618",HIV diagnoses,2018
IL,Hamilton County,"Hamilton County, IL",17065,0,0,"6,923",HIV diagnoses,2018
SD,Hamlin County,"Hamlin County, SD",46057,0,0,"4,724",HIV diagnoses,2018
MA,Hampden County,"Hampden County, MA",25013,63,15.8,"399,542",HIV diagnoses,2018
WV,Hampshire County,"Hampshire County, WV",54027,0,0,"20,356",HIV diagnoses,2018
MA,Hampshire County,"Hampshire County, MA",25015,7,4.8,"145,438",HIV diagnoses,2018
VA,Hampton City,"Hampton City, VA",51650,30,26.3,"113,910",HIV diagnoses,2018
SC,Hampton County,"Hampton County, SC",45049,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WV,Hancock County,"Hancock County, WV",54029,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Hancock County,"Hancock County, GA",13141,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Hancock County,"Hancock County, TN",47067,0,0,"5,595",HIV diagnoses,2018
OH,Hancock County,"Hancock County, OH",39063,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MS,Hancock County,"Hancock County, MS",28045,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ME,Hancock County,"Hancock County, ME",23009,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Hancock County,"Hancock County, KY",21091,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Hancock County,"Hancock County, IA",19081,0,0,"9,096",HIV diagnoses,2018
IN,Hancock County,"Hancock County, IN",18059,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Hancock County,"Hancock County, IL",17067,0,0,"15,209",HIV diagnoses,2018
SD,Hand County,"Hand County, SD",46059,0,0,"2,728",HIV diagnoses,2018
VA,Hanover County,"Hanover County, VA",51085,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Hansford County,"Hansford County, TX",48195,0,0,"4,345",HIV diagnoses,2018
SD,Hanson County,"Hanson County, SD",46061,0,0,"2,647",HIV diagnoses,2018
GA,Haralson County,"Haralson County, GA",13143,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Hardee County,"Hardee County, FL",12049,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Hardeman County,"Hardeman County, TX",48197,0,0,"3,336",HIV diagnoses,2018
TN,Hardeman County,"Hardeman County, TN",47069,0,0,"21,723",HIV diagnoses,2018
TX,Hardin County,"Hardin County, TX",48199,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Hardin County,"Hardin County, TN",47071,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Hardin County,"Hardin County, OH",39065,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Hardin County,"Hardin County, KY",21093,19,20.9,"90,861",HIV diagnoses,2018
IA,Hardin County,"Hardin County, IA",19083,0,0,"14,577",HIV diagnoses,2018
IL,Hardin County,"Hardin County, IL",17069,0,0,"3,430",HIV diagnoses,2018
SD,Harding County,"Harding County, SD",46063,0,0,"1,049",HIV diagnoses,2018
NM,Harding County,"Harding County, NM",35021,0,0,591,HIV diagnoses,2018
WV,Hardy County,"Hardy County, WV",54031,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MD,Harford County,"Harford County, MD",24025,18,8.4,"214,573",HIV diagnoses,2018
NE,Harlan County,"Harlan County, NE",31083,0,0,"2,889",HIV diagnoses,2018
KY,Harlan County,"Harlan County, KY",21095,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Harmon County,"Harmon County, OK",40057,0,0,"2,189",HIV diagnoses,2018
NC,Harnett County,"Harnett County, NC",37085,12,11.1,"108,442",HIV diagnoses,2018
OR,Harney County,"Harney County, OR",41025,0,0,"6,236",HIV diagnoses,2018
OK,Harper County,"Harper County, OK",40059,0,0,"3,068",HIV diagnoses,2018
KS,Harper County,"Harper County, KS",20077,0,0,"4,514",HIV diagnoses,2018
GA,Harris County,"Harris County, GA",13145,5,17,"29,495",HIV diagnoses,2018
TX,Harris County,"Harris County, TX",48201,"1,204",31.8,"3,786,432",HIV diagnoses,2018
WV,Harrison County,"Harrison County, WV",54033,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Harrison County,"Harrison County, TX",48203,7,12.8,"54,772",HIV diagnoses,2018
OH,Harrison County,"Harrison County, OH",39067,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Harrison County,"Harrison County, MO",29081,0,0,"6,963",HIV diagnoses,2018
MS,Harrison County,"Harrison County, MS",28047,29,17,"170,728",HIV diagnoses,2018
KY,Harrison County,"Harrison County, KY",21097,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Harrison County,"Harrison County, IA",19085,0,0,"11,835",HIV diagnoses,2018
IN,Harrison County,"Harrison County, IN",18061,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Harrisonburg City,"Harrisonburg City, VA",51660,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Hart County,"Hart County, GA",13147,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Hart County,"Hart County, KY",21099,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CT,Hartford County,"Hartford County, CT",9003,94,12.3,"762,103",HIV diagnoses,2018
TX,Hartley County,"Hartley County, TX",48205,0,0,"4,774",HIV diagnoses,2018
KS,Harvey County,"Harvey County, KS",20079,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Haskell County,"Haskell County, TX",48207,0,0,"5,093",HIV diagnoses,2018
OK,Haskell County,"Haskell County, OK",40061,0,0,"10,565",HIV diagnoses,2018
KS,Haskell County,"Haskell County, KS",20081,0,0,"3,202",HIV diagnoses,2018
HI,Hawaii County,"Hawaii County, HI",15001,6,3.5,"169,096",HIV diagnoses,2018
TN,Hawkins County,"Hawkins County, TN",47073,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NE,Hayes County,"Hayes County, NE",31085,0,0,759,HIV diagnoses,2018
TX,Hays County,"Hays County, TX",48209,27,14.5,"185,786",HIV diagnoses,2018
TN,Haywood County,"Haywood County, TN",47075,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Haywood County,"Haywood County, NC",37087,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Heard County,"Heard County, GA",13149,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Hemphill County,"Hemphill County, TX",48211,0,0,"3,041",HIV diagnoses,2018
AR,Hempstead County,"Hempstead County, AR",5057,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Henderson County,"Henderson County, TX",48213,7,10,"69,751",HIV diagnoses,2018
TN,Henderson County,"Henderson County, TN",47077,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Henderson County,"Henderson County, NC",37089,8,7.9,"101,217",HIV diagnoses,2018
KY,Henderson County,"Henderson County, KY",21101,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Henderson County,"Henderson County, IL",17071,0,0,"5,841",HIV diagnoses,2018
IN,Hendricks County,"Hendricks County, IN",18063,17,12.3,"137,969",HIV diagnoses,2018
FL,Hendry County,"Hendry County, FL",12051,9,26.8,"33,525",HIV diagnoses,2018
MN,Hennepin County,"Hennepin County, MN",27053,133,12.6,"1,055,859",HIV diagnoses,2018
VA,Henrico County,"Henrico County, VA",51087,53,19.2,"276,565",HIV diagnoses,2018
VA,Henry County,"Henry County, VA",51089,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Henry County,"Henry County, GA",13151,47,24.7,"190,481",HIV diagnoses,2018
AL,Henry County,"Henry County, AL",1067,0,0,"14,730",HIV diagnoses,2018
TN,Henry County,"Henry County, TN",47079,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Henry County,"Henry County, OH",39069,0,0,"22,693",HIV diagnoses,2018
MO,Henry County,"Henry County, MO",29083,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Henry County,"Henry County, KY",21103,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Henry County,"Henry County, IA",19087,0,0,"16,986",HIV diagnoses,2018
IN,Henry County,"Henry County, IN",18065,0,0,"41,447",HIV diagnoses,2018
IL,Henry County,"Henry County, IL",17073,0,0,"41,412",HIV diagnoses,2018
NY,Herkimer County,"Herkimer County, NY",36043,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Hernando County,"Hernando County, FL",12053,14,8.4,"166,484",HIV diagnoses,2018
NC,Hertford County,"Hertford County, NC",37091,6,29.2,"20,544",HIV diagnoses,2018
ND,Hettinger County,"Hettinger County, ND",38041,0,0,"2,055",HIV diagnoses,2018
TN,Hickman County,"Hickman County, TN",47081,0,0,"21,397",HIV diagnoses,2018
KY,Hickman County,"Hickman County, KY",21105,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Hickory County,"Hickory County, MO",29085,0,0,"8,364",HIV diagnoses,2018
TX,Hidalgo County,"Hidalgo County, TX",48215,90,13.6,"662,014",HIV diagnoses,2018
NM,Hidalgo County,"Hidalgo County, NM",35023,0,0,"3,537",HIV diagnoses,2018
VA,Highland County,"Highland County, VA",51091,0,0,"2,004",HIV diagnoses,2018
OH,Highland County,"Highland County, OH",39071,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Highlands County,"Highlands County, FL",12055,6,6.5,"92,489",HIV diagnoses,2018
TX,Hill County,"Hill County, TX",48217,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Hill County,"Hill County, MT",30041,0,0,"12,930",HIV diagnoses,2018
FL,Hillsborough County,"Hillsborough County, FL",12057,311,25.9,"1,202,727",HIV diagnoses,2018
NH,Hillsborough County,"Hillsborough County, NH",33011,26,7.3,"356,460",HIV diagnoses,2018
MI,Hillsdale County,"Hillsdale County, MI",26059,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MS,Hinds County,"Hinds County, MS",28049,89,45.4,"196,027",HIV diagnoses,2018
CO,Hinsdale County,"Hinsdale County, CO",8053,0,0,723,HIV diagnoses,2018
NE,Hitchcock County,"Hitchcock County, NE",31087,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Hocking County,"Hocking County, OH",39073,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Hockley County,"Hockley County, TX",48219,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Hodgeman County,"Hodgeman County, KS",20083,0,0,"1,532",HIV diagnoses,2018
NC,Hoke County,"Hoke County, NC",37093,7,16.1,"43,420",HIV diagnoses,2018
FL,Holmes County,"Holmes County, FL",12059,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Holmes County,"Holmes County, OH",39075,0,0,"34,275",HIV diagnoses,2018
MS,Holmes County,"Holmes County, MS",28051,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NE,Holt County,"Holt County, NE",31089,0,0,"8,278",HIV diagnoses,2018
MO,Holt County,"Holt County, MO",29087,0,0,"3,761",HIV diagnoses,2018
HI,Honolulu County,"Honolulu County, HI",15003,53,6.4,"825,707",HIV diagnoses,2018
TX,Hood County,"Hood County, TX",48221,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OR,Hood River County,"Hood River County, OR",41027,0,0,"19,472",HIV diagnoses,2018
NE,Hooker County,"Hooker County, NE",31091,0,0,575,HIV diagnoses,2018
AK,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, AK",2105,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Hopewell City,"Hopewell City, VA",51670,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Hopkins County,"Hopkins County, TX",48223,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Hopkins County,"Hopkins County, KY",21107,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SC,Horry County,"Horry County, SC",45051,61,20.3,"300,239",HIV diagnoses,2018
AR,Hot Spring County,"Hot Spring County, AR",5059,12,41.5,"28,899",HIV diagnoses,2018
WY,Hot Springs County,"Hot Springs County, WY",56017,0,0,"3,871",HIV diagnoses,2018
